City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Vikhorevka,RU,56.1201,101.1636,27.99,93,89,4.14,overcast clouds
457,Iskateley,RU,67.6803,53.1512,39.51,78,100,11.83,overcast clouds
458,Pisco,PE,-13.7,-76.2167,60.85,82,0,13.8,clear sky
459,Adrar,MR,20.5022,-10.0711,93.31,11,2,10.2,clear sky
460,Srimushnam,IN,11.4,79.4167,81.09,67,100,11.5,overcast clouds
461,Makaha,US,21.4694,-158.2175,89.51,61,20,12.66,few clouds
462,Kaz,RU,52.9113,87.3105,29.35,98,100,5.01,light snow
463,Dale,US,38.1689,-86.99,69.98,49,1,3.44,clear sky
464,Dubbo,AU,-32.25,148.6167,60.93,51,32,16.11,scattered clouds
465,Ulaangom,MN,49.9811,92.0667,33.66,36,93,6.24,overcast clouds
466,Lagoa,PT,39.05,-27.9833,66.78,66,78,20.85,broken clouds
467,Oistins,BB,13.0667,-59.5333,80.69,89,40,12.66,scattered clouds
468,Soyo,AO,-6.1349,12.3689,75.13,87,88,7.49,overcast clouds
469,Sabha,LY,27.0377,14.4283,72.41,26,0,9.4,clear sky
470,Gambela,ET,8.25,34.5833,67.05,92,70,3.74,broken clouds
471,Uvat,RU,59.1433,68.8953,29.3,92,17,5.66,few clouds
472,Kathu,TH,7.9178,98.3332,75.02,79,99,3.53,overcast clouds
473,Peniche,PT,39.3558,-9.3811,66.61,92,100,6.4,overcast clouds
474,Eyl,SO,7.9803,49.8164,80.13,71,80,17.58,broken clouds
475,Presidente Medici,BR,-11.1753,-61.9014,83.41,54,82,1.52,broken clouds
476,Zverinogolovskoye,RU,54.4586,64.8542,40.77,49,100,23.11,overcast clouds
477,Gladstone,AU,-23.85,151.25,79.79,60,75,16.11,broken clouds
478,Kysyl-Syr,RU,63.8986,122.7617,33.03,80,99,8.55,overcast clouds
479,Meulaboh,ID,4.1363,96.1285,75.16,90,100,4.99,overcast clouds
480,Abalak,RU,58.1286,68.5944,29.32,92,16,7.25,few clouds
481,Altay,CN,47.8667,88.1167,36.45,42,80,2.59,broken clouds
482,Karatu,TZ,-3.3333,35.6667,60.49,67,40,4.52,scattered clouds
483,Turukhansk,RU,65.8167,87.9833,33.06,85,34,6.2,scattered clouds
484,Phan Thiet,VN,10.9333,108.1,78.55,86,70,5.19,broken clouds
485,Tahe,CN,52.3333,124.7333,55.67,84,83,8.97,broken clouds
486,Grand Gaube,MU,-20.0064,57.6608,68.38,90,58,11.99,light rain
487,Srednekolymsk,RU,67.45,153.6833,33.67,97,100,17.25,light rain
488,Bagdarin,RU,54.4333,113.6,36.66,73,98,5.39,overcast clouds
489,Joao Pinheiro,BR,-17.7425,-46.1725,72.39,58,56,12.15,broken clouds
490,Port Pirie,AU,-33.1833,138.0167,71.69,23,56,9.28,broken clouds
491,Immokalee,US,26.4187,-81.4173,85.91,75,1,9.22,clear sky
492,Ponazyrevo,RU,58.3578,46.3142,45.16,95,100,7.76,overcast clouds
493,Belaya Gora,RU,68.5333,146.4167,31.03,79,100,14.41,overcast clouds
494,Iglesias,IT,39.3114,8.535,74.79,91,69,3.74,broken clouds
495,Becerril,CO,9.7041,-73.2793,78.78,83,89,4.29,overcast clouds
496,Aksarka,RU,66.5606,67.7975,29.48,87,22,7.54,few clouds
497,Mundo Nuevo,MX,18.7,-95.5,80.91,75,86,9.4,overcast clouds
498,Kaeo,NZ,-35.1,173.7833,60.33,63,98,3.62,light rain
499,Poronaysk,RU,49.2167,143.1167,55.51,63,71,2.53,broken clouds
500,Cockburn Town,TC,21.4612,-71.1419,83.52,72,1,9.08,clear sky
501,Tak,TH,16.5833,98.8333,68.14,98,100,1.88,overcast clouds
502,Kiunga,PG,-6.1219,141.2906,76.8,94,100,1.83,overcast clouds
503,Kupang,ID,-10.1667,123.5833,82.98,69,20,11.5,few clouds
504,Berbera,SO,10.4396,45.0143,87.64,66,39,5.46,scattered clouds
505,Tondano,ID,1.3038,124.9112,71.69,69,99,3.98,overcast clouds
506,Coihaique,CL,-45.5752,-72.0662,40.95,81,75,6.91,light intensity shower rain
507,Palana,RU,59.1167,159.9667,44.71,71,98,5.48,overcast clouds
508,Huarmey,PE,-10.0681,-78.1522,63.7,85,43,6.06,scattered clouds
509,Saint-Pierre,RE,-21.3393,55.4781,68.29,77,0,5.75,light rain
510,Iquitos,PE,-3.7481,-73.2472,78.84,83,0,0.0,clear sky
511,Tahta,EG,26.7693,31.5021,75.63,39,7,7.09,clear sky
512,Goure,NE,13.9835,10.2704,86.02,17,19,4.92,few clouds
513,Saint-Junien,FR,45.8833,0.9,59.94,99,89,3.18,overcast clouds
514,Ladnun,IN,27.65,74.3833,79.27,77,19,7.99,few clouds
515,Vanderhoof,CA,54.0166,-124.0198,65.01,52,52,3.85,broken clouds
516,Luebo,CD,-5.35,21.4167,71.35,87,99,1.54,light rain
517,Caravelas,BR,-17.7125,-39.2481,73.24,75,63,9.17,broken clouds
518,Simbahan,PH,6.3032,120.5836,83.14,74,99,7.09,overcast clouds
519,Kantabanji,IN,20.4833,82.9167,73.81,95,98,15.3,overcast clouds
520,Aplahoue,BJ,6.9333,1.6833,72.66,95,96,1.99,light rain
521,Nortelandia,BR,-14.4547,-56.8028,77.95,69,90,2.39,light rain
522,Jiayuguan,CN,39.8167,98.3,59.63,25,79,6.55,broken clouds
523,Acarau,BR,-2.8856,-40.12,78.96,82,63,18.86,broken clouds
524,Culpeper,US,38.5004,-77.9664,65.82,79,1,0.0,clear sky
525,Lata,PT,40.1629,-8.3327,64.04,96,100,1.21,overcast clouds
526,Acapulco,MX,16.8634,-99.8901,85.82,66,90,4.61,overcast clouds
527,Lapua,FI,62.9693,23.0088,45.46,85,34,5.46,scattered clouds
528,Husavik,IS,66.0449,-17.3389,37.53,98,100,34.49,moderate rain
529,Homer,US,59.6425,-151.5483,48.78,53,1,5.75,clear sky
530,Winslow,US,35.0242,-110.6974,63.97,72,90,1.01,overcast clouds
531,Dickinson,US,29.4608,-95.0513,81.16,73,20,1.01,few clouds
532,Manta,EC,-0.95,-80.7333,72.21,81,98,11.3,overcast clouds
533,Tautira,PF,-17.7333,-149.15,84.22,78,14,13.71,few clouds
534,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,12.66,scattered clouds
535,Voznesenye,RU,61.0106,35.4781,46.49,93,43,5.28,scattered clouds
536,Morondava,MG,-20.2833,44.2833,72.84,81,0,8.39,clear sky
537,Mkushi,ZM,-13.6202,29.3939,65.86,49,56,4.65,broken clouds
538,Deloraine,AU,-41.5333,146.6667,47.7,68,58,1.99,broken clouds
539,Jaypur,IN,18.85,82.5833,72.7,93,100,17.65,heavy intensity rain
540,Norilsk,RU,69.3535,88.2027,32.45,60,66,6.46,broken clouds
541,Nalut,LY,30.3333,10.85,77.31,24,82,9.62,broken clouds
542,Hay River,CA,60.8156,-115.7999,43.47,70,93,8.7,overcast clouds
543,Aanekoski,FI,62.6946,25.818,42.85,100,82,3.47,broken clouds
544,Yumen,CN,40.2833,97.2,58.6,22,44,12.1,scattered clouds
545,Xiuyan,CN,40.2928,123.2744,61.9,98,100,1.66,moderate rain
546,Raudeberg,NO,61.9875,5.1352,57.87,89,89,10.76,overcast clouds
547,Colesberg,ZA,-30.72,25.0972,65.48,13,0,3.91,clear sky
548,Naugachhia,IN,25.4,87.1,80.8,83,69,1.61,broken clouds
549,Kenora,CA,49.8167,-94.4337,64.38,53,35,4.83,scattered clouds
550,Myitkyina,MM,25.3833,97.4,72.64,90,43,2.06,scattered clouds
551,Korla,CN,41.7597,86.1469,58.95,29,0,3.85,clear sky
552,Samfya,ZM,-11.3649,29.5565,74.37,35,98,10.27,overcast clouds
553,Ponta Delgada,PT,37.7333,-25.6667,70.5,88,75,8.05,broken clouds
554,Losal,IN,27.4,74.9167,77.14,82,23,7.92,few clouds
555,Shenjiamen,CN,29.9576,122.298,77.86,84,38,8.52,scattered clouds
556,Oranjestad,AW,12.524,-70.027,84.9,81,20,5.99,few clouds
557,Shevchenkove,UA,49.6959,37.1735,47.98,89,15,12.41,few clouds
558,Lock Haven,US,41.137,-77.4469,61.84,83,20,4.61,few clouds
559,Baisha,CN,26.5222,110.9311,79.38,78,51,0.49,broken clouds
560,Lai,TD,9.3952,16.2989,74.25,86,75,1.66,broken clouds
561,Grayvoron,RU,50.4767,35.6773,49.08,94,10,11.01,clear sky
562,Kapoeta,SS,4.7717,33.5903,72.91,82,67,4.61,broken clouds
563,Quatre Cocos,MU,-20.2078,57.7625,68.09,82,83,20.29,light rain
564,Agadir,MA,30.4202,-9.5982,66.65,58,1,4.59,clear sky
565,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.64,57,52,1.45,broken clouds
566,Yeppoon,AU,-23.1333,150.7333,73.62,60,83,15.88,broken clouds
567,Zhanaozen,KZ,43.3,52.8,56.05,70,4,12.46,clear sky
568,Yazykovo,RU,55.2199,56.1353,41.81,85,100,17.58,light rain
569,Tarsus,TR,36.9188,34.8784,66.07,38,1,3.62,clear sky
570,Lovington,US,32.944,-103.3485,84.33,28,53,4.0,broken clouds
571,Chateaudun,FR,48.0833,1.3333,60.94,100,20,9.22,few clouds
572,Fort Nelson,CA,58.8053,-122.7002,44.8,83,100,3.2,light rain
573,Qinhuangdao,CN,39.9317,119.5883,68.38,87,97,5.26,light rain
574,Mujiayingzi,CN,42.1167,118.7833,60.06,77,20,3.87,few clouds
575,Priladozhskiy,RU,59.85,31.4833,47.86,65,42,6.08,scattered clouds
576,Kluczbork,PL,50.9728,18.2182,56.98,84,60,8.55,broken clouds
577,Asfi,MA,32.2994,-9.2372,69.39,79,89,12.93,overcast clouds
578,Mercedes,AR,-34.6515,-59.4307,69.85,75,53,8.32,broken clouds
579,Vavozh,RU,56.7751,51.931,45.09,90,100,13.22,moderate rain
580,Yuksekova,TR,37.5736,44.2872,46.38,46,0,4.27,clear sky
581,Margate,GB,51.3813,1.3862,59.7,98,82,12.59,broken clouds
582,Kildare,IE,53.1561,-6.9144,51.98,96,100,4.61,heavy intensity rain
583,Dannenberg,DE,53.0967,11.09,66.36,91,77,2.68,broken clouds
584,Montepuez,MZ,-13.1256,38.9997,66.16,82,7,1.05,clear sky
585,Gallup,US,35.5281,-108.7426,66.96,60,1,1.01,clear sky
586,Puerto Escondido,MX,15.85,-97.0667,79.63,61,40,5.75,scattered clouds
587,Port Macquarie,AU,-31.4333,152.9167,65.89,47,98,5.21,overcast clouds
588,Baherden,TM,38.4362,57.4316,58.32,71,10,1.36,clear sky
589,Wajir,KE,1.7471,40.0573,75.81,60,3,14.18,clear sky
590,Boguchany,RU,58.3814,97.4531,36.72,94,100,7.07,overcast clouds
591,Perth,AU,-31.9333,115.8333,59.67,96,75,9.22,broken clouds
592,Mitsamiouli,KM,-11.3847,43.2844,74.91,74,5,3.53,clear sky
593,Rawson,AR,-43.3002,-65.1023,52.39,32,24,3.94,few clouds
594,Limbang,MY,4.75,115.0,80.71,89,54,2.19,broken clouds
595,Rock Springs,US,41.5875,-109.2029,78.24,16,1,3.0,clear sky
596,Oussouye,SN,12.485,-16.5469,81.03,86,100,5.41,overcast clouds
597,Wynyard,AU,-41.0,145.7167,50.09,72,68,6.2,broken clouds
598,Henties Bay,NA,-22.116,14.2845,55.85,93,0,4.21,clear sky
599,Porto Walter,BR,-8.2686,-72.7439,78.73,68,73,2.39,broken clouds
600,Victor Harbor,AU,-35.5667,138.6167,70.81,68,96,1.01,overcast clouds
601,Cap Malheureux,MU,-19.9842,57.6142,68.47,90,52,11.99,light rain
602,Merrill,US,45.1805,-89.6835,65.12,82,1,3.44,clear sky
603,Nosy Varika,MG,-20.5833,48.5333,65.03,89,11,2.95,light rain
604,Vao,NC,-22.6667,167.4833,68.38,64,96,5.23,overcast clouds
605,Itarema,BR,-2.9248,-39.9167,78.91,82,48,17.65,scattered clouds
606,Okakarara,NA,-20.5833,17.4333,64.67,17,4,3.62,clear sky
607,Hvide Sande,DK,56.0045,8.1294,61.09,94,84,11.97,broken clouds
608,Ambagarh Chauki,IN,20.7833,80.7167,73.92,96,100,10.89,overcast clouds
609,Nzerekore,GN,7.7562,-8.8179,69.13,99,100,4.05,light rain
610,Panjab,AF,34.388,67.0233,46.15,17,0,6.22,clear sky
611,Kavaratti,IN,10.5669,72.642,81.28,79,100,25.37,light rain
612,Dolores,AR,-36.3132,-57.6792,52.59,68,91,13.87,overcast clouds
613,Port Augusta,AU,-32.5,137.7667,71.74,21,72,8.72,broken clouds
614,Wajima,JP,37.4,136.9,71.38,75,2,1.36,clear sky
615,Quelimane,MZ,-17.8786,36.8883,70.52,94,0,2.62,clear sky
616,Challapata,BO,-18.9,-66.7667,54.68,20,0,2.71,clear sky
617,Selfoss,IS,63.9331,-20.9971,41.04,90,99,13.71,overcast clouds
618,Vagur,FO,61.4732,-6.8119,50.25,86,100,15.84,overcast clouds
619,Lernapat,AM,40.8163,44.3926,35.87,63,0,4.36,clear sky
620,Cairo,EG,30.0626,31.2497,74.71,44,13,8.05,few clouds
621,Napier,NZ,-39.4833,176.9167,52.25,73,97,2.84,overcast clouds
622,Diffa,NE,13.3154,12.6113,86.32,21,73,6.73,broken clouds
623,Lensk,RU,60.7253,114.9278,34.3,99,100,5.91,moderate rain
624,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.17,84,18,14.47,few clouds
625,Pingliang,CN,35.5392,106.6861,58.75,76,100,3.27,overcast clouds
626,Ryotsu,JP,38.0833,138.4333,69.28,68,15,5.37,few clouds
627,Lithakia,GR,37.7167,20.8333,69.58,67,0,5.46,clear sky
628,Istmina,CO,5.1605,-76.684,75.56,97,98,2.86,light rain
629,Jonkoping,SE,57.7814,14.1562,52.39,100,30,2.3,scattered clouds
630,Sarakhs,IR,36.5449,61.1577,63.03,71,5,11.7,clear sky
631,Zhanakorgan,KZ,43.9098,67.2495,58.84,66,67,18.66,broken clouds
632,Atar,MR,20.5169,-13.0499,94.96,14,4,4.5,clear sky
633,Sioux Lookout,CA,50.1001,-91.917,52.81,71,3,3.74,clear sky
634,Mazamari,PE,-11.3258,-74.5308,78.51,61,81,1.79,broken clouds
635,Poddorye,RU,57.4695,31.1156,45.16,95,41,5.5,scattered clouds
636,Tigil,RU,57.8,158.6667,45.88,77,100,2.82,overcast clouds
637,Jiexiu,CN,37.0244,111.9125,61.63,87,92,2.19,overcast clouds
638,Gloucester,GB,51.8657,-2.2431,65.19,82,100,23.0,overcast clouds
639,Berezovyy,RU,51.6667,135.7,55.89,76,87,1.88,overcast clouds
640,Terrace,CA,54.5163,-128.6035,55.42,92,92,2.28,overcast clouds
641,Gold Coast,AU,-28.0,153.4333,70.25,75,90,3.0,light rain
642,Matata,NZ,-37.8833,176.75,62.13,64,53,5.64,broken clouds
643,Marawi,PH,7.9986,124.2928,71.65,73,65,2.55,broken clouds
644,Khorramshahr,IR,30.4397,48.1664,79.61,17,0,16.4,clear sky
645,Okitipupa,NG,6.5047,4.7839,72.77,96,90,0.81,overcast clouds
646,Kaa-Khem,RU,51.6833,94.7333,32.99,76,96,7.87,overcast clouds
647,Boende,CD,-0.2167,20.8667,70.03,98,94,2.44,overcast clouds
648,Prince George,CA,53.9166,-122.753,67.24,54,61,1.01,broken clouds
649,Ust-Karsk,RU,52.7011,118.8077,42.01,84,83,11.65,broken clouds
650,Tilichiki,RU,60.4667,166.1,39.96,93,100,4.94,light rain
651,Pontal Do Parana,BR,-25.6533,-48.5128,75.72,95,1,1.41,clear sky
652,Krasnoselkup,RU,65.7,82.4667,33.49,90,59,7.85,broken clouds
653,Weyburn,CA,49.6668,-103.8511,76.17,32,85,6.13,overcast clouds
654,Mindelo,CV,16.8901,-24.9804,77.38,80,20,13.82,few clouds
655,Salta,AR,-24.7859,-65.4117,75.49,38,0,1.99,clear sky
656,Lodja,CD,-3.4833,23.4333,68.23,93,87,1.95,light rain
657,Rovaniemi,FI,66.5,25.7167,44.01,93,90,8.05,mist
658,Sambava,MG,-14.2667,50.1667,69.91,80,29,12.21,light rain
659,Athabasca,CA,54.7169,-113.2854,67.28,49,99,5.06,overcast clouds
660,Kiama,AU,-34.6833,150.8667,65.25,66,98,1.01,overcast clouds
661,Eirunepe,BR,-6.6603,-69.8736,78.08,76,95,1.77,overcast clouds
662,Tura,IN,25.5198,90.2201,75.72,84,69,2.98,broken clouds
663,Banes,CU,20.9625,-75.7186,83.01,77,11,6.87,few clouds
664,Mbini,GQ,1.574,9.6134,76.64,87,96,4.47,overcast clouds
665,Plettenberg Bay,ZA,-34.0527,23.3716,60.85,78,12,4.76,few clouds
666,Nishihara,JP,26.1842,127.7558,84.25,84,40,11.5,scattered clouds
667,Kandrian,PG,-6.2167,149.55,84.49,71,86,5.39,light rain
668,Costinesti,RO,43.95,28.6333,60.06,75,0,3.98,clear sky
669,San Buenaventura,MX,27.0833,-101.5333,87.82,35,84,9.84,broken clouds
670,Turinsk,RU,58.0458,63.696,33.76,78,100,11.81,overcast clouds
671,Karpathos,GR,35.507,27.2132,71.56,78,0,12.66,clear sky
672,Nsoko,SZ,-27.0333,31.95,64.4,97,9,1.81,clear sky
673,Zhezkazgan,KZ,47.8043,67.7144,59.52,23,100,8.55,moderate rain
674,Novikovo,RU,51.1537,37.8879,48.29,78,66,14.9,broken clouds
675,Svetlyy,RU,54.675,20.1347,46.45,78,64,9.73,broken clouds
676,Chernukha,RU,55.5974,43.7556,46.42,90,100,9.86,overcast clouds
677,Padang,ID,-0.9492,100.3543,76.95,90,100,2.71,overcast clouds
678,Saint-Joseph,RE,-21.3667,55.6167,67.21,84,39,15.19,light rain
679,Karoi,ZW,-16.8099,29.6925,70.77,36,51,9.82,broken clouds
680,Naranjal,EC,-2.6667,-79.6167,79.79,82,97,6.02,overcast clouds
681,Tomatlan,MX,19.9333,-105.25,81.39,82,63,3.13,broken clouds
682,Moussoro,TD,13.6408,16.4901,88.95,24,21,2.44,few clouds
683,Nouadhibou,MR,20.931,-17.0347,73.35,78,48,21.85,scattered clouds
684,Hovd,MN,48.0056,91.6419,37.06,37,12,3.13,few clouds
